"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"7958","html5 designing rich internet applications","BCC",132517,"  Ingeniería en Sistemas Computacionales","9780240821276","english","  IIT"
"7959","html5 designing rich internet applications","BCC",913974,"NULL","0240821270","english","NULL"
"7960","html5 designing rich internet applications","BCC",132487," Ingeniería en Sistemas Computacionales","0240821270","english"," IIT"
"7961","html5 designing rich internet applications","BCC",17980,"NULL","0240821270","english","NULL"
"7962","html5 designing rich internet applications","BCC",179932," Ingeniería en Sistemas Computacionales","0240821270","english"," IIT"
"7963","html5 designing rich internet applications","BCC",141569,"Licenciatura en Diseño Digital de Medios Interactivos","0240821270","english","IADA"
"7964","html5 designing rich internet applications","BCC",147770," Ingeniería de Software","0240821270","english"," IIT"
"7965","html5 designing rich internet applications","BCC",179882," Ingeniería en Sistemas Computacionales","0240821270","english"," IIT"
"7966","html5 designing rich internet applications","BCC",132517,"  Ingeniería en Sistemas Computacionales","0240821270","english","  IIT"
"7967","fashion branding","BCC",160040," Licenciatura en Enseñanza del Inglés","9788496823501","english"," ICSA"
"7968","fashion branding","BCC",155394," Licenciatura en Publicidad","9788496823501","english"," IADA"
"7969","fashion branding","BCC",151928,"NULL","8496823504","english","NULL"
"7970","fashion branding","BCC",181350," Licenciatura en Trabajo Social","8496823504","english"," ICSA"
"7971","fashion branding","BCC",147920," Licenciatura en Publicidad","8496823504","english"," IADA"
"7972","fashion branding","BCC",130292,"","8496823504","english",""
"7973","fashion branding","BCC",157385,"NULL","8496823504","english","NULL"
"7974","fashion branding","BCC",130416," Licenciatura en Publicidad","8496823504","english"," IADA"
"7975","fashion branding","BCC",179353,"NULL","8496823504","english","NULL"
"7976","fashion branding","BCC",130462," Licenciatura en Publicidad ","8496823504","english"," IADA "
"7977","fashion branding","BCC",160040," Licenciatura en Enseñanza del Inglés","8496823504","english"," ICSA"
"7978","fashion branding","BCC",155394," Licenciatura en Publicidad","8496823504","english"," IADA"
"7979","hey whipple squeeze this a guide to creating great ads","BCC",913051,"NULL","0471281395","english","NULL"
"7980","hey whipple squeeze this a guide to creating great ads","BCC",913051,"NULL","0471281395","english","NULL"
"7981","hey whipple squeeze this a guide to creating great ads","BCC",913051,"NULL","9780471281399","english","NULL"
"7982","hey whipple squeeze this a guide to creating great ads","BCC",913051,"NULL","9780471281399","english","NULL"
"7983","cartoon animation","BCC",168381," Licenciatura en Diseño Gráfico (semipresencial)","1560100842","english"," IADA (semipresencial)"
"7984","cartoon animation","BCC",138389," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7985","cartoon animation","BCC",138389," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7986","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7987","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7988","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7989","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7990","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7991","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7992","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","1560100842","english"," IADA"
"7993","cartoon animation","BCC",155326," Licenciatura en Diseño Gráfico (semipresencial)","1560100842","english"," IADA (semipresencial)"
"7994","cartoon animation","BCC",168381," Licenciatura en Diseño Gráfico (semipresencial)","9781560100843","english"," IADA (semipresencial)"
"7995","cartoon animation","BCC",138389," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"7996","cartoon animation","BCC",138389," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"7997","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"7998","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"7999","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"8000","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"8001","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"8002","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"8003","cartoon animation","BCC",138426," Licenciatura en Diseño Gráfico","9781560100843","english"," IADA"
"8004","cartoon animation","BCC",155326," Licenciatura en Diseño Gráfico (semipresencial)","9781560100843","english"," IADA (semipresencial)"
"8005","dynamics in animal nutrition","BCC",143513,"NULL","9789086861491","english","NULL"
"8006","dynamics in animal nutrition","BCC",143513,"NULL","9086861490","english","NULL"
"8007","small animal soft tissue surgery","BCC",168586," Licenciatura en Químico Farmacéutico Biólogo","9780813807829","english"," ICB"
"8008","small animal soft tissue surgery","BCC",913051,"NULL","9780813807829","english","NULL"
"8009","small animal soft tissue surgery","BCC",168586," Licenciatura en Químico Farmacéutico Biólogo","0813807824","english"," ICB"
"8010","small animal soft tissue surgery","BCC",913051,"NULL","0813807824","english","NULL"
"8011","metodologia juridica","BCC",140625,"","9789706134929","english",""
"8012","metodologia juridica","BCC",182842,"  Licenciatura en Derecho","9789706134929","english","  ICSA"
"8013","metodologia juridica","BCC",182824,"NULL","9789706134929","english","NULL"
"8014","metodologia juridica","BCC",129281,"  Licenciatura en Derecho","9789706134929","english","  ICSA"
"8015","metodologia juridica","BCC",129281,"  Licenciatura en Derecho","9789706134929","english","  ICSA"
"8016","metodologia juridica","BCC",159445," Licenciatura en Derecho","9789706134929","english"," ICSA"
"8017","metodologia juridica","BCC",140625,"","9706134921","english",""
"8018","metodologia juridica","BCC",182842,"  Licenciatura en Derecho","9706134921","english","  ICSA"
"8019","metodologia juridica","BCC",182824,"NULL","9706134921","english","NULL"
"8020","metodologia juridica","BCC",129281,"  Licenciatura en Derecho","9706134921","english","  ICSA"
"8021","metodologia juridica","BCC",129281,"  Licenciatura en Derecho","9706134921","english","  ICSA"
"8022","metodologia juridica","BCC",159445," Licenciatura en Derecho","9706134921","english"," ICSA"
"8023","cancer management in small animal practice","BCC",169083,"NULL","9781416031833","english","NULL"
"8024","cancer management in small animal practice","BCC",180265," Médico Veterinario Zootecnista","9781416031833","english"," ICB"
"8025","cancer management in small animal practice","BCC",196410," Médico Veterinario Zootecnista","9781416031833","english"," ICB"
"8026","cancer management in small animal practice","BCC",180372," Médico Veterinario Zootecnista","9781416031833","english"," ICB"
"8027","cancer management in small animal practice","BCC",173458," Médico Veterinario Zootecnista","9781416031833","english"," ICB"
"8028","cancer management in small animal practice","BCC",169083,"NULL","1416031839","english","NULL"
"8029","cancer management in small animal practice","BCC",180265," Médico Veterinario Zootecnista","1416031839","english"," ICB"
"8030","cancer management in small animal practice","BCC",196410," Médico Veterinario Zootecnista","1416031839","english"," ICB"
"8031","cancer management in small animal practice","BCC",180372," Médico Veterinario Zootecnista","1416031839","english"," ICB"
"8032","cancer management in small animal practice","BCC",173458," Médico Veterinario Zootecnista","1416031839","english"," ICB"
"8033","cancer management in small animal practice","BCC",169083,"NULL","9781437700046","english","NULL"
"8034","cancer management in small animal practice","BCC",180265," Médico Veterinario Zootecnista","9781437700046","english"," ICB"
"8035","cancer management in small animal practice","BCC",196410," Médico Veterinario Zootecnista","9781437700046","english"," ICB"
"8036","cancer management in small animal practice","BCC",180372," Médico Veterinario Zootecnista","9781437700046","english"," ICB"
"8037","cancer management in small animal practice","BCC",173458," Médico Veterinario Zootecnista","9781437700046","english"," ICB"
"8038","cancer management in small animal practice","BCC",169083,"NULL","1437700047","english","NULL"
"8039","cancer management in small animal practice","BCC",180265," Médico Veterinario Zootecnista","1437700047","english"," ICB"
"8040","cancer management in small animal practice","BCC",196410," Médico Veterinario Zootecnista","1437700047","english"," ICB"
"8041","cancer management in small animal practice","BCC",180372," Médico Veterinario Zootecnista","1437700047","english"," ICB"
"8042","i love t creative illustrated tshirtdesign","BCC",138529,"NULL","9788496823747","english","NULL"
"8043","i love t creative illustrated tshirtdesign","BCC",139260," Licenciatura en Publicidad","9788496823747","english"," IADA"
"8044","i love t creative illustrated tshirtdesign","BCC",126519,"NULL","9788496823747","english","NULL"
"8045","i love t creative illustrated tshirtdesign","BCC",155595," Licenciatura en Diseño Gráfico (semipresencial)","9788496823747","english"," IADA (semipresencial)"
"8046","i love t creative illustrated tshirtdesign","BCC",173212," Licenciatura en Diseño Gráfico (semipresencial)","9788496823747","english"," IADA (semipresencial)"
"8047","introducing sociolinguistics","BCC",18060,"NULL","9789027232656","english","NULL"
"8048","introducing sociolinguistics","BCC",18060,"NULL","9027232652","english","NULL"
"8049","wind and solar power systems design analysis and operation","BCC",132117,"NULL","0849315700","english","NULL"
"8050","wind and solar power systems design analysis and operation","BCC",132117,"NULL","0849315700","english","NULL"
"8051","wind and solar power systems design analysis and operation","BCC",132117,"NULL","0849315700","english","NULL"
"8052","wind and solar power systems design analysis and operation","BCC",254785," Ingeniería Eléctrica","0849315700","english"," Ingeniería Eléctrica"
"8053","wind and solar power systems design analysis and operation","BCC",132117,"NULL","9780849315701","english","NULL"
"8054","wind and solar power systems design analysis and operation","BCC",132117,"NULL","9780849315701","english","NULL"
"8055","wind and solar power systems design analysis and operation","BCC",132117,"NULL","9780849315701","english","NULL"
"8056","wind and solar power systems design analysis and operation","BCC",254785," Ingeniería Eléctrica","9780849315701","english"," Ingeniería Eléctrica"
"8057","microsoft office access 2007 allinone desk reference for dummies","BCC",160064,"NULL","0470036494","english","NULL"
"8058","microsoft office access 2007 allinone desk reference for dummies","BCC",160064,"NULL","9780470036495","english","NULL"
"8059","vygotsky in the classroom mediated literacy instruction and assessment","BCC",146772,"  Licenciatura en Educación","0801315905","english","  ICSA"
"8060","vygotsky in the classroom mediated literacy instruction and assessment","BCC",146772,"  Licenciatura en Educación","9780801315909","english","  ICSA"
"8061","cancer management in small animal practice","BCC",173458," Médico Veterinario Zootecnista","1437700047","english"," ICB"
"8062","art and science of leadership","BCC",147712," Ingeniería en Sistemas Automotrices","9780133546767","english"," IIT"
"8063","art and science of leadership","BCC",147348," Licenciatura en Administración de Empresas","9780133546767","english"," ICSA"
"8064","art and science of leadership","BCC",159583," Licenciatura en Administración de Empresas","9780133546767","english"," ICSA"
"8065","art and science of leadership","BCC",140812,"  Licenciatura en Administración de Empresas","9780133546767","english","  ICSA"
"8066","art and science of leadership","BCC",173627," Licenciatura en Químico Farmacéutico Biólogo","9780133546767","english"," ICB"
"8067","art and science of leadership","BCC",159711," Licenciatura en Administración de Empresas","9780133546767","english"," ICSA"
"8068","art and science of leadership","BCC",147712," Ingeniería en Sistemas Automotrices","0133546764","english"," IIT"
"8069","art and science of leadership","BCC",147348," Licenciatura en Administración de Empresas","0133546764","english"," ICSA"
"8070","art and science of leadership","BCC",159583," Licenciatura en Administración de Empresas","0133546764","english"," ICSA"
"8071","art and science of leadership","BCC",140812,"  Licenciatura en Administración de Empresas","0133546764","english","  ICSA"
"8072","art and science of leadership","BCC",173627," Licenciatura en Químico Farmacéutico Biólogo","0133546764","english"," ICB"
"8073","art and science of leadership","BCC",159711," Licenciatura en Administración de Empresas","0133546764","english"," ICSA"
"8074","art and science of leadership","BCC",147712," Ingeniería en Sistemas Automotrices","9781292060187","english"," IIT"
"8075","art and science of leadership","BCC",147348," Licenciatura en Administración de Empresas","9781292060187","english"," ICSA"
"8076","art and science of leadership","BCC",159583," Licenciatura en Administración de Empresas","9781292060187","english"," ICSA"
"8077","art and science of leadership","BCC",140812,"  Licenciatura en Administración de Empresas","9781292060187","english","  ICSA"
"8078","art and science of leadership","BCC",173627," Licenciatura en Químico Farmacéutico Biólogo","9781292060187","english"," ICB"
"8079","art and science of leadership","BCC",159711," Licenciatura en Administración de Empresas","9781292060187","english"," ICSA"
"8080","art and science of leadership","BCC",147712," Ingeniería en Sistemas Automotrices","1292060182","english"," IIT"
"8081","art and science of leadership","BCC",147348," Licenciatura en Administración de Empresas","1292060182","english"," ICSA"
"8082","art and science of leadership","BCC",159583," Licenciatura en Administración de Empresas","1292060182","english"," ICSA"
"8083","art and science of leadership","BCC",140812,"  Licenciatura en Administración de Empresas","1292060182","english","  ICSA"
"8084","art and science of leadership","BCC",173627," Licenciatura en Químico Farmacéutico Biólogo","1292060182","english"," ICB"
"8085","i love t creative illustrated tshirtdesign","BCC",123583," Licenciatura en Publicidad ","9788496823747","english"," IADA "
"8086","i love t creative illustrated tshirtdesign","BCC",129928,"  Licenciatura en Educación","9788496823747","english","  ICSA"
"8087","i love t creative illustrated tshirtdesign","BCC",130411,"","9788496823747","english",""
"8088","i love t creative illustrated tshirtdesign","BCC",155577," Licenciatura en Arquitectura","9788496823747","english"," ICSA"
"8089","i love t creative illustrated tshirtdesign","BCC",155461," Licenciatura en Diseño Gráfico (semipresencial)","9788496823747","english"," IADA (semipresencial)"
"8090","i love t creative illustrated tshirtdesign","BCC",119823,"NULL","9788496823747","english","NULL"
"8091","i love t creative illustrated tshirtdesign","BCC",123270," Licenciatura en Diseño Gráfico","9788496823747","english"," IADA"
"8092","i love t creative illustrated tshirtdesign","BCC",130430,"","9788496823747","english",""
"8093","i love t creative illustrated tshirtdesign","BCC",125943,"","9788496823747","english",""
"8094","i love t creative illustrated tshirtdesign","BCC",138580,"","9788496823747","english",""
"8095","i love t creative illustrated tshirtdesign","BCC",142961,"","9788496823747","english",""
"8096","i love t creative illustrated tshirtdesign","BCC",129168,"  Licenciatura en Químico Fármaco Biólogo","9788496823747","english","  ICB"
"8097","i love t creative illustrated tshirtdesign","BCC",149885,"NULL","9788496823747","english","NULL"
"8098","i love t creative illustrated tshirtdesign","BCC",138529,"NULL","8496823741","english","NULL"
"8099","i love t creative illustrated tshirtdesign","BCC",139260," Licenciatura en Publicidad","8496823741","english"," IADA"
"8100","i love t creative illustrated tshirtdesign","BCC",126519,"NULL","8496823741","english","NULL"
"8101","i love t creative illustrated tshirtdesign","BCC",155595," Licenciatura en Diseño Gráfico (semipresencial)","8496823741","english"," IADA (semipresencial)"
"8102","i love t creative illustrated tshirtdesign","BCC",173212," Licenciatura en Diseño Gráfico (semipresencial)","8496823741","english"," IADA (semipresencial)"
"8103","i love t creative illustrated tshirtdesign","BCC",123583," Licenciatura en Publicidad ","8496823741","english"," IADA "
"8104","i love t creative illustrated tshirtdesign","BCC",129928,"  Licenciatura en Educación","8496823741","english","  ICSA"
"8105","i love t creative illustrated tshirtdesign","BCC",130411,"","8496823741","english",""
"8106","i love t creative illustrated tshirtdesign","BCC",155577," Licenciatura en Arquitectura","8496823741","english"," ICSA"
"8107","i love t creative illustrated tshirtdesign","BCC",155461," Licenciatura en Diseño Gráfico (semipresencial)","8496823741","english"," IADA (semipresencial)"
"8108","i love t creative illustrated tshirtdesign","BCC",119823,"NULL","8496823741","english","NULL"
"8109","i love t creative illustrated tshirtdesign","BCC",123270," Licenciatura en Diseño Gráfico","8496823741","english"," IADA"
"8110","i love t creative illustrated tshirtdesign","BCC",130430,"","8496823741","english",""
"8111","i love t creative illustrated tshirtdesign","BCC",125943,"","8496823741","english",""
"8112","art and science of leadership","BCC",159711," Licenciatura en Administración de Empresas","1292060182","english"," ICSA"
"8113","i love t creative illustrated tshirtdesign","BCC",138580,"","8496823741","english",""
"8114","i love t creative illustrated tshirtdesign","BCC",142961,"","8496823741","english",""
"8115","i love t creative illustrated tshirtdesign","BCC",129168,"  Licenciatura en Químico Fármaco Biólogo","8496823741","english","  ICB"
"8116","i love t creative illustrated tshirtdesign","BCC",149885,"NULL","8496823741","english","NULL"
"8117","redaccion","BCC",915043,"NULL","9681820789","english","NULL"
"8118","redaccion","BCC",915043,"NULL","9681820789","english","NULL"
"8119","redaccion","BCC",915043,"NULL","9681820789","english","NULL"
"8120","redaccion","BCC",146732," Licenciatura en Comercio Exterior","9681820789","english"," ICSA"
"8121","redaccion","BCC",146721,"  Licenciatura en Derecho","9681820789","english","  ICSA"
"8122","redaccion","BCC",173392," Licenciatura en Derecho","9681820789","english"," ICSA"
"8123","redaccion","BCC",159505,"NULL","9681820789","english","NULL"
"8124","redaccion","BCC",140461,"","9681820789","english",""
"8125","redaccion","BCC",148718," Ingeniería en Sistemas Automotrices","9681820789","english"," IIT"
"8126","redaccion","BCC",915043,"NULL","9789681820787","english","NULL"
"8127","redaccion","BCC",915043,"NULL","9789681820787","english","NULL"
"8128","redaccion","BCC",915043,"NULL","9789681820787","english","NULL"
"8129","redaccion","BCC",146732," Licenciatura en Comercio Exterior","9789681820787","english"," ICSA"
"8130","redaccion","BCC",146721,"  Licenciatura en Derecho","9789681820787","english","  ICSA"
"8131","redaccion","BCC",173392," Licenciatura en Derecho","9789681820787","english"," ICSA"
"8132","redaccion","BCC",159505,"NULL","9789681820787","english","NULL"
"8133","redaccion","BCC",140461,"","9789681820787","english",""
"8134","redaccion","BCC",148718," Ingeniería en Sistemas Automotrices","9789681820787","english"," IIT"
"8135","strength training anatomy","BCC",173214," Licenciatura en Nutrición","9780736092265","english"," ICB"
"8136","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","9780736092265","english","  ICB"
"8137","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","9780736092265","english","  ICB"
"8138","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","9780736092265","english","  ICB"
"8139","strength training anatomy","BCC",143869,"NULL","9780736092265","english","NULL"
"8140","strength training anatomy","BCC",173214," Licenciatura en Nutrición","0736092269","english"," ICB"
"8141","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","0736092269","english","  ICB"
"8142","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","0736092269","english","  ICB"
"8143","strength training anatomy","BCC",254785,"  Licenciatura en Entrenamiento Deportivo","0736092269","english","  ICB"
"8144","strength training anatomy","BCC",143869,"NULL","0736092269","english","NULL"
"8145","professional android open accessory programming with arduino","BCC",131828,"NULL","9781118454763","english","NULL"
"8146","professional android open accessory programming with arduino","BCC",147616," Ingeniería en Mecatrónica","9781118454763","english"," IIT"
"8147","professional android open accessory programming with arduino","BCC",137108,"","9781118454763","english",""
"8148","professional android open accessory programming with arduino","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","9781118454763","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"8149","professional android open accessory programming with arduino","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","9781118454763","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"8150","professional android open accessory programming with arduino","BCC",125010,"","9781118454763","english",""
"8151","professional android open accessory programming with arduino","BCC",141502,"","9781118454763","english",""
"8152","professional android open accessory programming with arduino","BCC",131828,"NULL","1118454766","english","NULL"
"8153","professional android open accessory programming with arduino","BCC",147616," Ingeniería en Mecatrónica","1118454766","english"," IIT"
"8154","professional android open accessory programming with arduino","BCC",137108,"","1118454766","english",""
"8155","professional android open accessory programming with arduino","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","1118454766","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"8156","professional android open accessory programming with arduino","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","1118454766","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"8157","female sexual slavery","BCC",117571,"Licenciatura en Diseño Gráfico","0814710700","english","IADA"
"8158","female sexual slavery","BCC",181157," Licenciatura en Psicología","0814710700","english"," ICSA"
"8159","female sexual slavery","BCC",173806," Licenciatura en Derecho","0814710700","english"," ICSA"
"8160","female sexual slavery","BCC",173806," Licenciatura en Derecho","0814710700","english"," ICSA"
"8161","female sexual slavery","BCC",117571,"Licenciatura en Diseño Gráfico","9780814710708","english","IADA"
"8162","female sexual slavery","BCC",181157," Licenciatura en Psicología","9780814710708","english"," ICSA"
"8163","female sexual slavery","BCC",173806," Licenciatura en Derecho","9780814710708","english"," ICSA"
"8164","female sexual slavery","BCC",173806," Licenciatura en Derecho","9780814710708","english"," ICSA"
"8165","female sexual slavery","BCC",117571,"Licenciatura en Diseño Gráfico","0814710697","english","IADA"
"8166","professional android open accessory programming with arduino","BCC",125010,"","1118454766","english",""
"8167","professional android open accessory programming with arduino","BCC",141502,"","1118454766","english",""
"8168","vehicle safety communications protocols security and privacy","BCC",915292,"","9781118132722","english",""
"8169","vehicle safety communications protocols security and privacy","BCC",915292,"","1118132726","english",""
"8170","marketing internacional","BCC",133530,"","9786074819489","english",""
"8171","marketing internacional","BCC",140017,"  Licenciatura en Comercio Exterior","9786074819489","english","  ICSA"
"8172","marketing internacional","BCC",140075,"  Licenciatura en Comercio Exterior","9786074819489","english","  ICSA"
"8173","marketing internacional","BCC",130416," Licenciatura en Publicidad","9786074819489","english"," IADA"
"8174","marketing internacional","BCC",157656," Licenciatura en Publicidad","9786074819489","english"," IADA"
"8175","marketing internacional","BCC",146905,"NULL","9786074819489","english","NULL"
"8176","marketing internacional","BCC",140812,"  Licenciatura en Administración de Empresas","9786074819489","english","  ICSA"
"8177","marketing internacional","BCC",133530,"","6074819483","english",""
"8178","marketing internacional","BCC",140017,"  Licenciatura en Comercio Exterior","6074819483","english","  ICSA"
"8179","marketing internacional","BCC",140075,"  Licenciatura en Comercio Exterior","6074819483","english","  ICSA"
"8180","marketing internacional","BCC",130416," Licenciatura en Publicidad","6074819483","english"," IADA"
"8181","marketing internacional","BCC",157656," Licenciatura en Publicidad","6074819483","english"," IADA"
"8182","marketing internacional","BCC",146905,"NULL","6074819483","english","NULL"
"8183","marketing internacional","BCC",140812,"  Licenciatura en Administración de Empresas","6074819483","english","  ICSA"
"8184","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780415894784","english","  ICSA"
"8185","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780415894784","english","  ICSA"
"8186","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894784","english"," ICSA"
"8187","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","9780415894784","english"," ICSA"
"8188","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894784","english"," ICSA"
"8189","second language acquisition an introductory course","BCC",129873,"","9780415894784","english",""
"8190","second language acquisition an introductory course","BCC",124370,"NULL","9780415894784","english","NULL"
"8191","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894784","english","  ICSA"
"8192","second language acquisition an introductory course","BCC",147354,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894784","english","  ICSA"
"8193","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0415894786","english","  ICSA"
"8194","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0415894786","english","  ICSA"
"8195","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","0415894786","english"," ICSA"
"8196","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","0415894786","english"," ICSA"
"8197","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","0415894786","english"," ICSA"
"8198","second language acquisition an introductory course","BCC",129873,"","0415894786","english",""
"8199","second language acquisition an introductory course","BCC",124370,"NULL","0415894786","english","NULL"
"8200","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0415894786","english","  ICSA"
"8201","second language acquisition an introductory course","BCC",147354,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0415894786","english","  ICSA"
"8202","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780415894951","english","  ICSA"
"8203","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780415894951","english","  ICSA"
"8204","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894951","english"," ICSA"
"8205","principles of fire risk assessment in buildings","BCC",117567," Ingeniería Industrial y de Sistemas","9780470854020","english"," IIT"
"8206","principles of fire risk assessment in buildings","BCC",117567," Ingeniería Industrial y de Sistemas","0470854022","english"," IIT"
"8207","principles of fire risk assessment in buildings","BCC",117567," Ingeniería Industrial y de Sistemas","9780470854099","english"," IIT"
"8208","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756327","english"," ICSA"
"8209","q skills for success reading and writing","BCC",140122,"  Licenciatura en Psicología","9780194756327","english","  ICSA"
"8210","q skills for success reading and writing","BCC",143911,"","9780194756327","english",""
"8211","q skills for success reading and writing","BCC",143911,"","9780194756327","english",""
"8212","q skills for success reading and writing","BCC",143911,"","9780194756327","english",""
"8213","q skills for success reading and writing","BCC",143911,"","9780194756327","english",""
"8214","q skills for success reading and writing","BCC",143911,"","9780194756327","english",""
"8215","q skills for success reading and writing","BCC",143775,"","9780194756327","english",""
"8216","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756327","english"," ICSA"
"8217","q skills for success reading and writing","BCC",147760,"NULL","9780194756327","english","NULL"
"8218","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756334","english"," ICSA"
"8219","q skills for success reading and writing","BCC",140122,"  Licenciatura en Psicología","9780194756334","english","  ICSA"
"8220","q skills for success reading and writing","BCC",143911,"","9780194756334","english",""
"8221","q skills for success reading and writing","BCC",143911,"","9780194756334","english",""
"8222","q skills for success reading and writing","BCC",143911,"","9780194756334","english",""
"8223","q skills for success reading and writing","BCC",143911,"","9780194756334","english",""
"8224","q skills for success reading and writing","BCC",143911,"","9780194756334","english",""
"8225","q skills for success reading and writing","BCC",143775,"","9780194756334","english",""
"8226","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756334","english"," ICSA"
"8227","tenis aprender y progresar","BCC",168511," Licenciatura en Entrenamiento Deportivo","9788499102399","english"," ICB"
"8228","tenis aprender y progresar","BCC",254785,"Maestria en Ciencias Economicas","9788499102399","english","Maestria en Ciencias Economicas"
"8229","tenis aprender y progresar","BCC",163596," Licenciatura en Entrenamiento Deportivo","9788499102399","english"," ICB"
"8230","tenis aprender y progresar","BCC",168511," Licenciatura en Entrenamiento Deportivo","8499102395","english"," ICB"
"8231","tenis aprender y progresar","BCC",254785,"Maestria en Ciencias Economicas","8499102395","english","Maestria en Ciencias Economicas"
"8232","principles of fire risk assessment in buildings","BCC",117567," Ingeniería Industrial y de Sistemas","047085409","english"," IIT"
"8233","popular music and society","BCC",147798," Ingeniería de Software","9780745631622","english"," IIT"
"8234","popular music and society","BCC",147798," Ingeniería de Software","0745631622","english"," IIT"
"8235","popular music and society","BCC",147798," Ingeniería de Software","0745631630","english"," IIT"
"8236","popular music and society","BCC",147798," Ingeniería de Software","9780745631639","english"," IIT"
"8237","happiness advantage the seven principles of positive psychology that fuel success and performance at work","BCC",129461,"","9780307591548","english",""
"8238","happiness advantage the seven principles of positive psychology that fuel success and performance at work","BCC",129461,"","0307591549","english",""
"8239","q skills for success reading and writing","BCC",147760,"NULL","9780194756334","english","NULL"
"8240","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756358","english"," ICSA"
"8241","q skills for success reading and writing","BCC",140122,"  Licenciatura en Psicología","9780194756358","english","  ICSA"
"8242","q skills for success reading and writing","BCC",143911,"","9780194756358","english",""
"8243","q skills for success reading and writing","BCC",143911,"","9780194756358","english",""
"8244","q skills for success reading and writing","BCC",143911,"","9780194756358","english",""
